left,center,right,mask,steering
driving_model/sim_data/RGB\left_02452.png,driving_model/sim_data/RGB\center_02452.png,driving_model/sim_data/RGB\right_02452.png,driving_model/sim_data/masks\02452.png,0.0
driving_model/sim_data/RGB\left_02453.png,driving_model/sim_data/RGB\center_02453.png,driving_model/sim_data/RGB\right_02453.png,driving_model/sim_data/masks\02453.png,0.0
driving_model/sim_data/RGB\left_02454.png,driving_model/sim_data/RGB\center_02454.png,driving_model/sim_data/RGB\right_02454.png,driving_model/sim_data/masks\02454.png,0.0
driving_model/sim_data/RGB\left_02455.png,driving_model/sim_data/RGB\center_02455.png,driving_model/sim_data/RGB\right_02455.png,driving_model/sim_data/masks\02455.png,0.0
driving_model/sim_data/RGB\left_02456.png,driving_model/sim_data/RGB\center_02456.png,driving_model/sim_data/RGB\right_02456.png,driving_model/sim_data/masks\02456.png,0.0
driving_model/sim_data/RGB\left_02457.png,driving_model/sim_data/RGB\center_02457.png,driving_model/sim_data/RGB\right_02457.png,driving_model/sim_data/masks\02457.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02458.png,driving_model/sim_data/RGB\center_02458.png,driving_model/sim_data/RGB\right_02458.png,driving_model/sim_data/masks\02458.png,0.0010462671052664518
driving_model/sim_data/RGB\left_02459.png,driving_model/sim_data/RGB\center_02459.png,driving_model/sim_data/RGB\right_02459.png,driving_model/sim_data/masks\02459.png,-0.0002485241857357323
driving_model/sim_data/RGB\left_02460.png,driving_model/sim_data/RGB\center_02460.png,driving_model/sim_data/RGB\right_02460.png,driving_model/sim_data/masks\02460.png,0.000870533986017108
driving_model/sim_data/RGB\left_02461.png,driving_model/sim_data/RGB\center_02461.png,driving_model/sim_data/RGB\right_02461.png,driving_model/sim_data/masks\02461.png,-0.0002485241857357323
driving_model/sim_data/RGB\left_02462.png,driving_model/sim_data/RGB\center_02462.png,driving_model/sim_data/RGB\right_02462.png,driving_model/sim_data/masks\02462.png,0.0
driving_model/sim_data/RGB\left_02463.png,driving_model/sim_data/RGB\center_02463.png,driving_model/sim_data/RGB\right_02463.png,driving_model/sim_data/masks\02463.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02464.png,driving_model/sim_data/RGB\center_02464.png,driving_model/sim_data/RGB\right_02464.png,driving_model/sim_data/masks\02464.png,0.00017573311924934387
driving_model/sim_data/RGB\left_02465.png,driving_model/sim_data/RGB\center_02465.png,driving_model/sim_data/RGB\right_02465.png,driving_model/sim_data/masks\02465.png,0.0
driving_model/sim_data/RGB\left_02466.png,driving_model/sim_data/RGB\center_02466.png,driving_model/sim_data/RGB\right_02466.png,driving_model/sim_data/masks\02466.png,0.0
driving_model/sim_data/RGB\left_02467.png,driving_model/sim_data/RGB\center_02467.png,driving_model/sim_data/RGB\right_02467.png,driving_model/sim_data/masks\02467.png,0.0
driving_model/sim_data/RGB\left_02468.png,driving_model/sim_data/RGB\center_02468.png,driving_model/sim_data/RGB\right_02468.png,driving_model/sim_data/masks\02468.png,0.0
driving_model/sim_data/RGB\left_02469.png,driving_model/sim_data/RGB\center_02469.png,driving_model/sim_data/RGB\right_02469.png,driving_model/sim_data/masks\02469.png,0.0
driving_model/sim_data/RGB\left_02470.png,driving_model/sim_data/RGB\center_02470.png,driving_model/sim_data/RGB\right_02470.png,driving_model/sim_data/masks\02470.png,0.0006155604496598244
driving_model/sim_data/RGB\left_02471.png,driving_model/sim_data/RGB\center_02471.png,driving_model/sim_data/RGB\right_02471.png,driving_model/sim_data/masks\02471.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_02472.png,driving_model/sim_data/RGB\center_02472.png,driving_model/sim_data/RGB\right_02472.png,driving_model/sim_data/masks\02472.png,0.0
driving_model/sim_data/RGB\left_02473.png,driving_model/sim_data/RGB\center_02473.png,driving_model/sim_data/RGB\right_02473.png,driving_model/sim_data/masks\02473.png,0.0
driving_model/sim_data/RGB\left_02474.png,driving_model/sim_data/RGB\center_02474.png,driving_model/sim_data/RGB\right_02474.png,driving_model/sim_data/masks\02474.png,0.0
driving_model/sim_data/RGB\left_02475.png,driving_model/sim_data/RGB\center_02475.png,driving_model/sim_data/RGB\right_02475.png,driving_model/sim_data/masks\02475.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02476.png,driving_model/sim_data/RGB\center_02476.png,driving_model/sim_data/RGB\right_02476.png,driving_model/sim_data/masks\02476.png,0.00017573311924934387
driving_model/sim_data/RGB\left_02477.png,driving_model/sim_data/RGB\center_02477.png,driving_model/sim_data/RGB\right_02477.png,driving_model/sim_data/masks\02477.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02478.png,driving_model/sim_data/RGB\center_02478.png,driving_model/sim_data/RGB\right_02478.png,driving_model/sim_data/masks\02478.png,0.0010462671052664518
driving_model/sim_data/RGB\left_02479.png,driving_model/sim_data/RGB\center_02479.png,driving_model/sim_data/RGB\right_02479.png,driving_model/sim_data/masks\02479.png,-0.0002485241857357323
driving_model/sim_data/RGB\left_02480.png,driving_model/sim_data/RGB\center_02480.png,driving_model/sim_data/RGB\right_02480.png,driving_model/sim_data/masks\02480.png,0.0006155604496598244
driving_model/sim_data/RGB\left_02481.png,driving_model/sim_data/RGB\center_02481.png,driving_model/sim_data/RGB\right_02481.png,driving_model/sim_data/masks\02481.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_02482.png,driving_model/sim_data/RGB\center_02482.png,driving_model/sim_data/RGB\right_02482.png,driving_model/sim_data/masks\02482.png,0.0
driving_model/sim_data/RGB\left_02483.png,driving_model/sim_data/RGB\center_02483.png,driving_model/sim_data/RGB\right_02483.png,driving_model/sim_data/masks\02483.png,-0.000870533986017108
driving_model/sim_data/RGB\left_02484.png,driving_model/sim_data/RGB\center_02484.png,driving_model/sim_data/RGB\right_02484.png,driving_model/sim_data/masks\02484.png,0.0002485241857357323
driving_model/sim_data/RGB\left_02485.png,driving_model/sim_data/RGB\center_02485.png,driving_model/sim_data/RGB\right_02485.png,driving_model/sim_data/masks\02485.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02486.png,driving_model/sim_data/RGB\center_02486.png,driving_model/sim_data/RGB\right_02486.png,driving_model/sim_data/masks\02486.png,0.00017573311924934387
driving_model/sim_data/RGB\left_02487.png,driving_model/sim_data/RGB\center_02487.png,driving_model/sim_data/RGB\right_02487.png,driving_model/sim_data/masks\02487.png,0.0
driving_model/sim_data/RGB\left_02488.png,driving_model/sim_data/RGB\center_02488.png,driving_model/sim_data/RGB\right_02488.png,driving_model/sim_data/masks\02488.png,0.0006155604496598244
driving_model/sim_data/RGB\left_02489.png,driving_model/sim_data/RGB\center_02489.png,driving_model/sim_data/RGB\right_02489.png,driving_model/sim_data/masks\02489.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_02490.png,driving_model/sim_data/RGB\center_02490.png,driving_model/sim_data/RGB\right_02490.png,driving_model/sim_data/masks\02490.png,0.0
driving_model/sim_data/RGB\left_02491.png,driving_model/sim_data/RGB\center_02491.png,driving_model/sim_data/RGB\right_02491.png,driving_model/sim_data/masks\02491.png,0.0
driving_model/sim_data/RGB\left_02492.png,driving_model/sim_data/RGB\center_02492.png,driving_model/sim_data/RGB\right_02492.png,driving_model/sim_data/masks\02492.png,0.0006155604496598244
driving_model/sim_data/RGB\left_02493.png,driving_model/sim_data/RGB\center_02493.png,driving_model/sim_data/RGB\right_02493.png,driving_model/sim_data/masks\02493.png,-0.0007912935689091682
driving_model/sim_data/RGB\left_02494.png,driving_model/sim_data/RGB\center_02494.png,driving_model/sim_data/RGB\right_02494.png,driving_model/sim_data/masks\02494.png,0.00017573311924934387
driving_model/sim_data/RGB\left_02495.png,driving_model/sim_data/RGB\center_02495.png,driving_model/sim_data/RGB\right_02495.png,driving_model/sim_data/masks\02495.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02496.png,driving_model/sim_data/RGB\center_02496.png,driving_model/sim_data/RGB\right_02496.png,driving_model/sim_data/masks\02496.png,0.0007912935689091682
driving_model/sim_data/RGB\left_02497.png,driving_model/sim_data/RGB\center_02497.png,driving_model/sim_data/RGB\right_02497.png,driving_model/sim_data/masks\02497.png,-0.11819396913051605
driving_model/sim_data/RGB\left_02498.png,driving_model/sim_data/RGB\center_02498.png,driving_model/sim_data/RGB\right_02498.png,driving_model/sim_data/masks\02498.png,-0.08004909008741379
driving_model/sim_data/RGB\left_02499.png,driving_model/sim_data/RGB\center_02499.png,driving_model/sim_data/RGB\right_02499.png,driving_model/sim_data/masks\02499.png,-0.06924589723348618
driving_model/sim_data/RGB\left_02500.png,driving_model/sim_data/RGB\center_02500.png,driving_model/sim_data/RGB\right_02500.png,driving_model/sim_data/masks\02500.png,-0.05746638774871826
driving_model/sim_data/RGB\left_02501.png,driving_model/sim_data/RGB\center_02501.png,driving_model/sim_data/RGB\right_02501.png,driving_model/sim_data/masks\02501.png,-0.04906625300645828
driving_model/sim_data/RGB\left_02502.png,driving_model/sim_data/RGB\center_02502.png,driving_model/sim_data/RGB\right_02502.png,driving_model/sim_data/masks\02502.png,-0.03983260691165924
driving_model/sim_data/RGB\left_02503.png,driving_model/sim_data/RGB\center_02503.png,driving_model/sim_data/RGB\right_02503.png,driving_model/sim_data/masks\02503.png,-0.034119948744773865
driving_model/sim_data/RGB\left_02504.png,driving_model/sim_data/RGB\center_02504.png,driving_model/sim_data/RGB\right_02504.png,driving_model/sim_data/masks\02504.png,-0.027466846629977226
driving_model/sim_data/RGB\left_02505.png,driving_model/sim_data/RGB\center_02505.png,driving_model/sim_data/RGB\right_02505.png,driving_model/sim_data/masks\02505.png,-0.02391269989311695
driving_model/sim_data/RGB\left_02506.png,driving_model/sim_data/RGB\center_02506.png,driving_model/sim_data/RGB\right_02506.png,driving_model/sim_data/masks\02506.png,-0.01912284642457962
driving_model/sim_data/RGB\left_02507.png,driving_model/sim_data/RGB\center_02507.png,driving_model/sim_data/RGB\right_02507.png,driving_model/sim_data/masks\02507.png,-0.017176968976855278
driving_model/sim_data/RGB\left_02508.png,driving_model/sim_data/RGB\center_02508.png,driving_model/sim_data/RGB\right_02508.png,driving_model/sim_data/masks\02508.png,-0.013702663592994213
driving_model/sim_data/RGB\left_02509.png,driving_model/sim_data/RGB\center_02509.png,driving_model/sim_data/RGB\right_02509.png,driving_model/sim_data/masks\02509.png,-0.11555710434913635
driving_model/sim_data/RGB\left_02510.png,driving_model/sim_data/RGB\center_02510.png,driving_model/sim_data/RGB\right_02510.png,driving_model/sim_data/masks\02510.png,-0.08672171831130981
driving_model/sim_data/RGB\left_02511.png,driving_model/sim_data/RGB\center_02511.png,driving_model/sim_data/RGB\right_02511.png,driving_model/sim_data/masks\02511.png,-0.1846400946378708
driving_model/sim_data/RGB\left_02512.png,driving_model/sim_data/RGB\center_02512.png,driving_model/sim_data/RGB\right_02512.png,driving_model/sim_data/masks\02512.png,-0.14702214300632477
driving_model/sim_data/RGB\left_02513.png,driving_model/sim_data/RGB\center_02513.png,driving_model/sim_data/RGB\right_02513.png,driving_model/sim_data/masks\02513.png,-0.23754191398620605
driving_model/sim_data/RGB\left_02514.png,driving_model/sim_data/RGB\center_02514.png,driving_model/sim_data/RGB\right_02514.png,driving_model/sim_data/masks\02514.png,-0.19264240562915802
driving_model/sim_data/RGB\left_02515.png,driving_model/sim_data/RGB\center_02515.png,driving_model/sim_data/RGB\right_02515.png,driving_model/sim_data/masks\02515.png,-0.27524489164352417
driving_model/sim_data/RGB\left_02516.png,driving_model/sim_data/RGB\center_02516.png,driving_model/sim_data/RGB\right_02516.png,driving_model/sim_data/masks\02516.png,-0.22518067061901093
driving_model/sim_data/RGB\left_02517.png,driving_model/sim_data/RGB\center_02517.png,driving_model/sim_data/RGB\right_02517.png,driving_model/sim_data/masks\02517.png,-0.3003900349140167
driving_model/sim_data/RGB\left_02518.png,driving_model/sim_data/RGB\center_02518.png,driving_model/sim_data/RGB\right_02518.png,driving_model/sim_data/masks\02518.png,-0.24690671265125275
driving_model/sim_data/RGB\left_02519.png,driving_model/sim_data/RGB\center_02519.png,driving_model/sim_data/RGB\right_02519.png,driving_model/sim_data/masks\02519.png,-0.3161022365093231
driving_model/sim_data/RGB\left_02520.png,driving_model/sim_data/RGB\center_02520.png,driving_model/sim_data/RGB\right_02520.png,driving_model/sim_data/masks\02520.png,-0.26044347882270813
driving_model/sim_data/RGB\left_02521.png,driving_model/sim_data/RGB\center_02521.png,driving_model/sim_data/RGB\right_02521.png,driving_model/sim_data/masks\02521.png,-0.3259499669075012
driving_model/sim_data/RGB\left_02522.png,driving_model/sim_data/RGB\center_02522.png,driving_model/sim_data/RGB\right_02522.png,driving_model/sim_data/masks\02522.png,-0.26866382360458374
driving_model/sim_data/RGB\left_02523.png,driving_model/sim_data/RGB\center_02523.png,driving_model/sim_data/RGB\right_02523.png,driving_model/sim_data/masks\02523.png,-0.23872047662734985
driving_model/sim_data/RGB\left_02524.png,driving_model/sim_data/RGB\center_02524.png,driving_model/sim_data/RGB\right_02524.png,driving_model/sim_data/masks\02524.png,-0.30784404277801514
driving_model/sim_data/RGB\left_02525.png,driving_model/sim_data/RGB\center_02525.png,driving_model/sim_data/RGB\right_02525.png,driving_model/sim_data/masks\02525.png,-0.2557026743888855
driving_model/sim_data/RGB\left_02526.png,driving_model/sim_data/RGB\center_02526.png,driving_model/sim_data/RGB\right_02526.png,driving_model/sim_data/masks\02526.png,-0.3204619884490967
driving_model/sim_data/RGB\left_02527.png,driving_model/sim_data/RGB\center_02527.png,driving_model/sim_data/RGB\right_02527.png,driving_model/sim_data/masks\02527.png,-0.2672317922115326
driving_model/sim_data/RGB\left_02528.png,driving_model/sim_data/RGB\center_02528.png,driving_model/sim_data/RGB\right_02528.png,driving_model/sim_data/masks\02528.png,-0.3280956745147705
driving_model/sim_data/RGB\left_02529.png,driving_model/sim_data/RGB\center_02529.png,driving_model/sim_data/RGB\right_02529.png,driving_model/sim_data/masks\02529.png,-0.27378273010253906
driving_model/sim_data/RGB\left_02530.png,driving_model/sim_data/RGB\center_02530.png,driving_model/sim_data/RGB\right_02530.png,driving_model/sim_data/masks\02530.png,-0.34570425748825073
driving_model/sim_data/RGB\left_02531.png,driving_model/sim_data/RGB\center_02531.png,driving_model/sim_data/RGB\right_02531.png,driving_model/sim_data/masks\02531.png,-0.286306768655777
driving_model/sim_data/RGB\left_02532.png,driving_model/sim_data/RGB\center_02532.png,driving_model/sim_data/RGB\right_02532.png,driving_model/sim_data/masks\02532.png,-0.3532654941082001
driving_model/sim_data/RGB\left_02533.png,driving_model/sim_data/RGB\center_02533.png,driving_model/sim_data/RGB\right_02533.png,driving_model/sim_data/masks\02533.png,-0.291947603225708
driving_model/sim_data/RGB\left_02534.png,driving_model/sim_data/RGB\center_02534.png,driving_model/sim_data/RGB\right_02534.png,driving_model/sim_data/masks\02534.png,-0.35555219650268555
driving_model/sim_data/RGB\left_02535.png,driving_model/sim_data/RGB\center_02535.png,driving_model/sim_data/RGB\right_02535.png,driving_model/sim_data/masks\02535.png,-0.2927340865135193
driving_model/sim_data/RGB\left_02536.png,driving_model/sim_data/RGB\center_02536.png,driving_model/sim_data/RGB\right_02536.png,driving_model/sim_data/masks\02536.png,-0.2554898262023926
driving_model/sim_data/RGB\left_02537.png,driving_model/sim_data/RGB\center_02537.png,driving_model/sim_data/RGB\right_02537.png,driving_model/sim_data/masks\02537.png,-0.22584056854248047
driving_model/sim_data/RGB\left_02538.png,driving_model/sim_data/RGB\center_02538.png,driving_model/sim_data/RGB\right_02538.png,driving_model/sim_data/masks\02538.png,-0.19933632016181946
driving_model/sim_data/RGB\left_02539.png,driving_model/sim_data/RGB\center_02539.png,driving_model/sim_data/RGB\right_02539.png,driving_model/sim_data/masks\02539.png,-0.3007819354534149
